time_s,sample_time,file_offset,c0_address,mapped_address,channel,register,data,same_wait_order_all,same_wait_order_selected,current_frac,current_low,current_high,current_16_8,loop_low,loop_high,loop_16,end,delta,volume_l,volume_r,control,bank,full_rom_address,type80_block,payload_index,enabled,audible,start_retrigger
28.744853,1267648,0x0316C5,0x0004,0x04,0,loop_mid,0x00,0,0,0x1C,0x00,0x00,0x00001C,0x00,0x00,0x0000,0x03,0x4A,0x20,0x02,0x5A,0x50000,0x050000,5,0x21400,1,1,
28.744853,1267648,0x0316C9,0x0084,0x84,0,cur_mid,0x00,1,1,0x1C,0x00,0x00,0x00001C,0x00,0x00,0x0000,0x03,0x4A,0x20,0x02,0x5A,0x50000,0x050000,5,0x21400,1,1,current_low_write
28.744853,1267648,0x0316CD,0x0005,0x05,0,loop_high,0x96,2,2,0x1C,0x00,0x00,0x00001C,0x00,0x96,0x9600,0x03,0x4A,0x20,0x02,0x5A,0x50000,0x050000,5,0x21400,1,1,
28.744875,1267649,0x0316D2,0x0085,0x85,0,cur_high,0x96,0,0,0x1C,0x00,0x96,0x96001C,0x00,0x96,0x9600,0x03,0x4A,0x20,0x02,0x5A,0x50000,0x059600,6,0x21800,1,1,current_pair_complete
28.744875,1267649,0x0316D6,0x0006,0x06,0,end,0xD5,1,1,0x1C,0x00,0x96,0x96001C,0x00,0x96,0x9600,0xD5,0x4A,0x20,0x02,0x5A,0x50000,0x059600,6,0x21800,1,1,
28.744875,1267649,0x0316DA,0x0007,0x07,0,delta,0x50,2,2,0x1C,0x00,0x96,0x96001C,0x00,0x96,0x9600,0xD5,0x50,0x20,0x02,0x5A,0x50000,0x059600,6,0x21800,1,1,
28.744898,1267650,0x0316DF,0x0086,0x86,0,ctrl,0x5A,0,0,0x1C,0x00,0x96,0x96001C,0x00,0x96,0x9600,0xD5,0x50,0x20,0x02,0x5A,0x50000,0x059600,6,0x21800,1,1,retrigger_commit
28.779433,1269173,0x031765,0x0008,0x08,1,cur_low,0x1C,0,0,0x1C,0x00,0x00,0x00001C,0x00,0x00,0x0000,0x03,0x4A,0x02,0x20,0x5A,0x50000,0x050000,5,0x21400,1,1,
28.779478,1269175,0x03176A,0x000C,0x0C,1,loop_mid,0x00,0,0,0x1C,0x00,0x00,0x00001C,0x00,0x00,0x0000,0x03,0x4A,0x02,0x20,0x5A,0x50000,0x050000,5,0x21400,1,1,
28.779478,1269175,0x03176E,0x008C,0x8C,1,cur_mid,0x00,1,1,0x1C,0x00,0x00,0x00001C,0x00,0x00,0x0000,0x03,0x4A,0x02,0x20,0x5A,0x50000,0x050000,5,0x21400,1,1,current_low_write
28.779478,1269175,0x031772,0x000D,0x0D,1,loop_high,0x96,2,2,0x1C,0x00,0x00,0x00001C,0x00,0x96,0x9600,0x03,0x4A,0x02,0x20,0x5A,0x50000,0x050000,5,0x21400,1,1,
28.779501,1269176,0x031777,0x008D,0x8D,1,cur_high,0x96,0,0,0x1C,0x00,0x96,0x96001C,0x00,0x96,0x9600,0x03,0x4A,0x02,0x20,0x5A,0x50000,0x059600,6,0x21800,1,1,current_pair_complete
28.779501,1269176,0x03177B,0x000E,0x0E,1,end,0xD5,1,1,0x1C,0x00,0x96,0x96001C,0x00,0x96,0x9600,0xD5,0x4A,0x02,0x20,0x5A,0x50000,0x059600,6,0x21800,1,1,
28.779501,1269176,0x03177F,0x000F,0x0F,1,delta,0x50,2,2,0x1C,0x00,0x96,0x96001C,0x00,0x96,0x9600,0xD5,0x50,0x02,0x20,0x5A,0x50000,0x059600,6,0x21800,1,1,
28.779524,1269177,0x031784,0x008E,0x8E,1,ctrl,0x5A,0,0,0x1C,0x00,0x96,0x96001C,0x00,0x96,0x9600,0xD5,0x50,0x02,0x20,0x5A,0x50000,0x059600,6,0x21800,1,1,retrigger_commit
30.185737,1331191,0x031DAE,0x0000,0x00,0,cur_low,0x1D,0,0,0x1D,0x00,0x96,0x96001D,0x00,0x96,0x9600,0xD5,0x50,0x20,0x02,0x5A,0x50000,0x059600,6,0x21800,1,1,
30.185782,1331193,0x031DB3,0x0004,0x04,0,loop_mid,0x00,0,0,0x1D,0x00,0x96,0x96001D,0x00,0x96,0x9600,0xD5,0x50,0x20,0x02,0x5A,0x50000,0x059600,6,0x21800,1,1,
30.185782,1331193,0x031DB7,0x0084,0x84,0,cur_mid,0x00,1,1,0x1D,0x00,0x96,0x96001D,0x00,0x96,0x9600,0xD5,0x50,0x20,0x02,0x5A,0x50000,0x059600,6,0x21800,1,1,current_low_write
30.185782,1331193,0x031DBB,0x0005,0x05,0,loop_high,0x00,2,2,0x1D,0x00,0x96,0x96001D,0x00,0x00,0x0000,0xD5,0x50,0x20,0x02,0x5A,0x50000,0x059600,6,0x21800,1,1,
30.185805,1331194,0x031DC0,0x0085,0x85,0,cur_high,0x00,0,0,0x1D,0x00,0x00,0x00001D,0x00,0x00,0x0000,0xD5,0x50,0x20,0x02,0x5A,0x50000,0x050000,5,0x21400,1,1,current_pair_complete
30.185805,1331194,0x031DC4,0x0006,0x06,0,end,0x03,1,1,0x1D,0x00,0x00,0x00001D,0x00,0x00,0x0000,0x03,0x50,0x20,0x02,0x5A,0x50000,0x050000,5,0x21400,1,1,
30.185805,1331194,0x031DC8,0x0007,0x07,0,delta,0x4A,2,2,0x1D,0x00,0x00,0x00001D,0x00,0x00,0x0000,0x03,0x4A,0x20,0x02,0x5A,0x50000,0x050000,5,0x21400,1,1,
30.185828,1331195,0x031DCD,0x0086,0x86,0,ctrl,0x5A,0,0,0x1D,0x00,0x00,0x00001D,0x00,0x00,0x0000,0x03,0x4A,0x20,0x02,0x5A,0x50000,0x050000,5,0x21400,1,1,retrigger_commit
30.220204,1332711,0x031E2C,0x0008,0x08,1,cur_low,0x1D,0,0,0x1D,0x00,0x96,0x96001D,0x00,0x96,0x9600,0xD5,0x50,0x02,0x20,0x5A,0x50000,0x059600,6,0x21800,1,1,
30.220249,1332713,0x031E31,0x000C,0x0C,1,loop_mid,0x00,0,0,0x1D,0x00,0x96,0x96001D,0x00,0x96,0x9600,0xD5,0x50,0x02,0x20,0x5A,0x50000,0x059600,6,0x21800,1,1,
