time_s,sample_time,file_offset,c0_address,mapped_address,channel,register,data,same_wait_order_all,same_wait_order_selected,current_frac,current_low,current_high,current_16_8,loop_low,loop_high,loop_16,end,delta,volume_l,volume_r,control,bank,full_rom_address,type80_block,payload_index,enabled,audible,start_retrigger
5.098844,224859,0x0105D0,0x002B,0x2B,5,vol_r,0x07,0,0,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x07,0x07,0xC6,0x40000,0x04302F,2,0x02238,1,1,
5.098844,224859,0x0105D4,0x002C,0x2C,5,loop_mid,0x2F,1,1,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x07,0x07,0xC6,0x40000,0x04302F,2,0x02238,1,1,
5.098844,224859,0x0105D8,0x00AC,0xAC,5,cur_mid,0x2F,2,2,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x07,0x07,0xC6,0x40000,0x04302F,2,0x02238,1,1,current_low_write
5.098866,224860,0x0105DD,0x002D,0x2D,5,loop_high,0x30,0,0,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x07,0x07,0xC6,0x40000,0x04302F,2,0x02238,1,1,
5.098866,224860,0x0105E1,0x00AD,0xAD,5,cur_high,0x30,1,1,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x07,0x07,0xC6,0x40000,0x04302F,2,0x02238,1,1,current_pair_complete
5.098889,224861,0x0105E6,0x00AE,0xAE,5,ctrl,0xC6,0,0,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x07,0x07,0xC6,0x40000,0x04302F,2,0x02238,1,1,retrigger_commit
5.099433,224885,0x0105EC,0x001C,0x1C,3,loop_mid,0x02,0,0,0x00,0x02,0x60,0x600200,0x02,0x60,0x6002,0x7F,0x84,0x10,0x10,0xD2,0x50000,0x056002,9,0x0C9D8,1,1,
5.099433,224885,0x0105F0,0x009C,0x9C,3,cur_mid,0x02,1,1,0x00,0x02,0x60,0x600200,0x02,0x60,0x6002,0x7F,0x84,0x10,0x10,0xD2,0x50000,0x056002,9,0x0C9D8,1,1,current_low_write
5.099433,224885,0x0105F4,0x001D,0x1D,3,loop_high,0x60,2,2,0x00,0x02,0x60,0x600200,0x02,0x60,0x6002,0x7F,0x84,0x10,0x10,0xD2,0x50000,0x056002,9,0x0C9D8,1,1,
5.099456,224886,0x0105F9,0x009D,0x9D,3,cur_high,0x60,0,0,0x00,0x02,0x60,0x600200,0x02,0x60,0x6002,0x7F,0x84,0x10,0x10,0xD2,0x50000,0x056002,9,0x0C9D8,1,1,current_pair_complete
5.099478,224887,0x0105FE,0x009E,0x9E,3,ctrl,0xD2,0,0,0x00,0x02,0x60,0x600200,0x02,0x60,0x6002,0x7F,0x84,0x10,0x10,0xD2,0x50000,0x056002,9,0x0C9D8,1,1,retrigger_commit
5.195578,229125,0x010639,0x002A,0x2A,5,vol_l,0x10,0,0,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x10,0x07,0xC6,0x40000,0x04302F,2,0x02238,1,1,
5.195578,229125,0x01063D,0x002B,0x2B,5,vol_r,0x10,1,1,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x04302F,2,0x02238,1,1,
5.195578,229125,0x010641,0x002C,0x2C,5,loop_mid,0x2F,2,2,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x04302F,2,0x02238,1,1,
5.195601,229126,0x010646,0x00AC,0xAC,5,cur_mid,0x2F,0,0,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x04302F,2,0x02238,1,1,current_low_write
5.195601,229126,0x01064A,0x002D,0x2D,5,loop_high,0x30,1,1,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x04302F,2,0x02238,1,1,
5.195601,229126,0x01064E,0x00AD,0xAD,5,cur_high,0x30,2,2,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x04302F,2,0x02238,1,1,current_pair_complete
5.195624,229127,0x010653,0x00AE,0xAE,5,ctrl,0xC6,0,0,0x84,0x2F,0x30,0x302F84,0x2F,0x30,0x302F,0x3A,0x84,0x10,0x10,0xC6,0x40000,0x04302F,2,0x02238,1,1,retrigger_commit
5.195896,229139,0x010658,0x000A,0x0A,1,vol_l,0x38,0,0,0x00,0x7C,0x43,0x437C00,0x7C,0x43,0x437C,0x48,0x84,0x38,0x20,0xD2,0x50000,0x05437C,7,0x0B222,1,1,
5.195896,229139,0x01065C,0x000B,0x0B,1,vol_r,0x38,1,1,0x00,0x7C,0x43,0x437C00,0x7C,0x43,0x437C,0x48,0x84,0x38,0x38,0xD2,0x50000,0x05437C,7,0x0B222,1,1,
5.195896,229139,0x010660,0x000C,0x0C,1,loop_mid,0xAB,2,2,0x00,0x7C,0x43,0x437C00,0xAB,0x43,0x43AB,0x48,0x84,0x38,0x38,0xD2,0x50000,0x05437C,7,0x0B222,1,1,
5.195918,229140,0x010665,0x008C,0x8C,1,cur_mid,0xAB,0,0,0x00,0xAB,0x43,0x43AB00,0xAB,0x43,0x43AB,0x48,0x84,0x38,0x38,0xD2,0x50000,0x0543AB,7,0x0B251,1,1,current_low_write
5.195918,229140,0x010669,0x000D,0x0D,1,loop_high,0x29,1,1,0x00,0xAB,0x43,0x43AB00,0xAB,0x29,0x29AB,0x48,0x84,0x38,0x38,0xD2,0x50000,0x0543AB,7,0x0B251,1,1,
5.195918,229140,0x01066D,0x008D,0x8D,1,cur_high,0x29,2,2,0x00,0xAB,0x29,0x29AB00,0xAB,0x29,0x29AB,0x48,0x84,0x38,0x38,0xD2,0x50000,0x0529AB,6,0x098CD,1,1,current_pair_complete
5.195941,229141,0x010672,0x000E,0x0E,1,end,0x2E,0,0,0x00,0xAB,0x29,0x29AB00,0xAB,0x29,0x29AB,0x2E,0x84,0x38,0x38,0xD2,0x50000,0x0529AB,6,0x098CD,1,1,
5.195941,229141,0x010676,0x008E,0x8E,1,ctrl,0xC2,1,1,0x00,0xAB,0x29,0x29AB00,0xAB,0x29,0x29AB,0x2E,0x84,0x38,0x38,0xC2,0x40000,0x0429AB,1,0x01CE3,1,1,retrigger_commit
5.196417,229162,0x01067C,0x000A,0x0A,1,vol_l,0x10,0,0,0x00,0xAB,0x29,0x29AB00,0xAB,0x29,0x29AB,0x2E,0x84,0x10,0x38,0xC2,0x40000,0x0429AB,1,0x01CE3,1,1,
5.196417,229162,0x010680,0x000B,0x0B,1,vol_r,0x10,1,1,0x00,0xAB,0x29,0x29AB00,0xAB,0x29,0x29AB,0x2E,0x84,0x10,0x10,0xC2,0x40000,0x0429AB,1,0x01CE3,1,1,
5.196440,229163,0x010685,0x000C,0x0C,1,loop_mid,0x02,0,0,0x00,0xAB,0x29,0x29AB00,0x02,0x29,0x2902,0x2E,0x84,0x10,0x10,0xC2,0x40000,0x0429AB,1,0x01CE3,1,1,
5.196440,229163,0x010689,0x008C,0x8C,1,cur_mid,0x02,1,1,0x00,0x02,0x29,0x290200,0x02,0x29,0x2902,0x2E,0x84,0x10,0x10,0xC2,0x40000,0x042902,,,1,1,current_low_write
5.196440,229163,0x01068D,0x000D,0x0D,1,loop_high,0x60,2,2,0x00,0x02,0x29,0x290200,0x02,0x60,0x6002,0x2E,0x84,0x10,0x10,0xC2,0x40000,0x042902,,,1,1,
5.196463,229164,0x010692,0x008D,0x8D,1,cur_high,0x60,0,0,0x00,0x02,0x60,0x600200,0x02,0x60,0x6002,0x2E,0x84,0x10,0x10,0xC2,0x40000,0x046002,3,0x05125,1,1,current_pair_complete
5.196463,229164,0x010696,0x000E,0x0E,1,end,0x7F,1,1,0x00,0x02,0x60,0x600200,0x02,0x60,0x6002,0x7F,0x84,0x10,0x10,0xC2,0x40000,0x046002,3,0x05125,1,1,
